"Variables ->","GDP","CPI_U","CPIF_U","CPIE_U","CPIXFE_U","S","RS","GDP_RW_U","CPI_RW","RS_RW","D4L_CPI_TAR","WOIL_U","WFOOD_U","w_CPIF","w_CPIE","EMBI","UNEM","CPI","CPIF","CPIE","CPIXFE","GDP_RW","WOIL","WFOOD","L_CPI","L_CPIE","L_CPIE_U","L_CPIF","L_CPIF_U","L_CPIXFE","L_CPIXFE_U","L_CPI_RW","L_CPI_U","L_EMBI","L_GDP","L_GDP_RW","L_GDP_RW_U","L_S","L_WFOOD","L_WFOOD_U","L_WOIL","L_WOIL_U","L_w_CPIE","L_w_CPIF","L_Z","DLA_CPI","DLA_CPIE","DLA_CPIE_U","DLA_CPIF","DLA_CPIF_U","DLA_CPIXFE","DLA_CPIXFE_U","DLA_CPI_RW","DLA_CPI_U","DLA_EMBI","DLA_GDP","DLA_GDP_RW","DLA_GDP_RW_U","DLA_S","DLA_WFOOD","DLA_WFOOD_U","DLA_WOIL","DLA_WOIL_U","DLA_w_CPIE","DLA_w_CPIF","DLA_Z","D4L_CPI","D4L_CPIE","D4L_CPIE_U","D4L_CPIF","D4L_CPIF_U","D4L_CPIXFE","D4L_CPIXFE_U","D4L_CPI_RW","D4L_CPI_U","D4L_EMBI","D4L_GDP","D4L_GDP_RW","D4L_GDP_RW_U","D4L_S","D4L_WFOOD","D4L_WFOOD_U","D4L_WOIL","D4L_WOIL_U","D4L_w_CPIE","D4L_w_CPIF","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP"
"2010Q4",1.63864884e+05,7.35469282e+01,7.23121551e+01,6.93640011e+01,7.50927622e+01,1.86466206e+03,3.00000000e+00,7.95017103e+01,8.72980111e+01,1.86666667e-01,3.00000000e+00,1.27993356e+02,1.39725995e+02,2.01406048e-01,1.72079595e-01,1.56878788e+00,1.19000000e+01,7.39224467e+01,7.29263788e+01,7.00265381e+01,7.53343293e+01,7.74957069e+01,1.31101239e+02,1.41253793e+02,4.30301653e+02,4.24887429e+02,4.23936802e+02,4.28945042e+02,4.28099224e+02,4.32193593e+02,4.31872418e+02,4.46932768e+02,4.29792368e+02,4.50303270e+01,1.20067975e+03,4.35022254e+02,4.37577853e+02,7.53083512e+02,4.95055822e+02,4.93968333e+02,4.87596984e+02,4.85197836e+02,-1.75979815e+02,-1.60243227e+02,7.69714627e+02,4.04531949e+00,8.07690121e+00,4.50416083e+00,8.03373113e+00,6.85996552e+00,2.09424604e+00,1.39419309e+00,4.00598679e+00,2.97507739e+00,-5.54308293e+01,8.62743439e+00,3.72792801e+00,1.35318166e+01,6.61051832e+00,5.95187001e+01,5.56318153e+01,6.39230220e+01,5.10927444e+01,0.00000000e+00,0.00000000e+00,6.57118562e+00,3.02274935e+00,6.18856594e+00,6.18795725e+00,3.65323975e+00,3.82790563e+00,2.00417199e+00,2.04394609e+00,1.42755479e+00,3.05800401e+00,-3.06743023e+01,5.54833630e+00,3.67402824e+00,3.76747163e+00,-5.25682748e+00,2.08349864e+01,2.09330698e+01,1.41193458e+01,1.46182174e+01,0.00000000e+00,0.00000000e+00,-6.85202204e+00,-2.27493496e-02,-1.24088812e+00,1.75686313e+00,-1.77961247e+00,7.71731510e+02,-2.01688276e+00,-1.30048680e+00,5.95986726e-02,-3.16331878e+00,-8.43824760e-01,1.20483072e+03,4.39660465e+00,4.35133921e+02,-1.11666596e-01,4.35133921e+02,-1.11666596e-01
"2011Q1",1.67212994e+05,7.48345979e+01,7.39588495e+01,7.18921143e+01,7.59243134e+01,1.87691156e+03,3.11667000e+00,7.59636909e+01,8.83172112e+01,1.56666667e-01,3.00000000e+00,1.54439597e+02,1.43628750e+02,2.01406048e-01,1.72079595e-01,1.50750000e+00,1.15000000e+01,7.45463058e+01,7.36212325e+01,7.12976826e+01,7.57373509e+01,7.80401842e+01,1.57378074e+02,1.42430705e+02,4.31142049e+02,4.26686382e+02,4.27516658e+02,4.29893347e+02,4.30350885e+02,4.32727144e+02,4.32973697e+02,4.48093501e+02,4.31528032e+02,4.10452650e+01,1.20270237e+03,4.35722388e+02,4.33025547e+02,7.53738292e+02,4.95885560e+02,4.96723185e+02,5.05865103e+02,5.03980306e+02,-1.75979815e+02,-1.60243227e+02,7.70689743e+02,3.36158415e+00,7.19581510e+00,1.43194263e+01,3.79321849e+00,9.00664597e+00,2.13420568e+00,4.40511560e+00,4.64293024e+00,6.94265395e+00,-1.59402480e+01,8.09048303e+00,2.80053447e+00,-1.82092240e+01,2.61911933e+00,3.31895189e+00,1.10194080e+01,7.30724732e+01,7.51298817e+01,0.00000000e+00,0.00000000e+00,3.90046542e+00,3.09394612e+00,6.53151247e+00,6.53440897e+00,3.48993911e+00,3.34397253e+00,2.14064772e+00,2.09543122e+00,2.58552682e+00,3.06486508e+00,-3.33194542e+01,6.45653484e+00,3.92669466e+00,3.86136010e+00,-3.71370668e+00,2.86891537e+01,2.89028794e+01,2.92251543e+01,3.10133256e+01,0.00000000e+00,0.00000000e+00,-4.22212598e+00,2.27238812e-02,-2.42886016e+00,1.65681767e+00,-1.63409379e+00,7.71091466e+02,-4.01722310e-01,-1.39754509e+00,-1.03131506e+00,-2.56017639e+00,-1.16952540e-01,1.20596015e+03,4.51769456e+00,4.35664865e+02,5.75224531e-02,4.35664865e+02,5.75224531e-02
"2011Q2",1.69449721e+05,7.53796316e+01,7.48618522e+01,7.22455804e+01,7.64068869e+01,1.79786341e+03,3.78022000e+00,7.82804622e+01,8.90141001e+01,9.33333330e-02,3.00000000e+00,1.71383139e+02,1.43255773e+02,2.01406048e-01,1.72079595e-01,1.47861538e+00,1.13000000e+01,7.51313967e+01,7.42913222e+01,7.21085318e+01,7.62465569e+01,7.83342214e+01,1.66347333e+02,1.43322957e+02,4.31923854e+02,4.27817237e+02,4.28007115e+02,4.30799415e+02,4.31564445e+02,4.33397226e+02,4.33607283e+02,4.48879479e+02,4.32253710e+02,3.91106099e+01,1.20403115e+03,4.36098456e+02,4.36029805e+02,7.49435424e+02,4.96510053e+02,4.96463166e+02,5.11407797e+02,5.14390163e+02,-1.75979815e+02,-1.60243227e+02,7.66391049e+02,3.12722008e+00,4.52341818e+00,1.96182851e+00,3.62427259e+00,4.85423784e+00,2.68032570e+00,2.53434686e+00,3.14391191e+00,2.90271378e+00,-7.73862017e+00,5.31513519e+00,1.50427449e+00,1.20170289e+01,-1.72114691e+01,2.49796965e+00,-1.04007649e+00,2.21707780e+01,4.16394269e+01,0.00000000e+00,0.00000000e+00,-1.71947773e+01,3.16183463e+00,5.73132007e+00,5.76620991e+00,3.80797920e+00,3.63119773e+00,2.29186100e+00,2.29492387e+00,3.44238241e+00,3.12655891e+00,-3.44068503e+01,6.26478567e+00,2.98810131e+00,2.95006356e+00,-8.10626855e+00,3.32463848e+01,3.24775981e+01,4.04437936e+01,3.87457442e+01,0.00000000e+00,0.00000000e+00,-7.82572078e+00,6.18385369e-01,-3.34904907e+00,1.56627798e+00,-9.47892613e-01,7.70614236e+02,-4.22318713e+00,-1.47756679e+00,-1.87148229e+00,-1.90891805e+00,8.63221999e-01,1.20711890e+03,4.63500657e+00,4.36219414e+02,-1.20957840e-01,4.36219414e+02,-1.20957840e-01
"2011Q3",1.73107213e+05,7.56844024e+01,7.52781601e+01,7.29734338e+01,7.65595971e+01,1.79305826e+03,4.41576000e+00,7.85486511e+01,8.97232638e+01,8.33333330e-02,3.00000000e+00,1.64061544e+02,1.43217555e+02,2.01406048e-01,1.72079595e-01,1.75909091e+00,1.08000000e+01,7.58389568e+01,7.55457029e+01,7.30326359e+01,7.66700051e+01,7.84577996e+01,1.62724956e+02,1.42985903e+02,4.32861210e+02,4.29090641e+02,4.29009545e+02,4.32473781e+02,4.32119005e+02,4.33951056e+02,4.33806948e+02,4.49673009e+02,4.32657209e+02,5.64797147e+01,1.20616664e+03,4.36256090e+02,4.36371819e+02,7.49167797e+02,4.96274605e+02,4.96436483e+02,5.09206139e+02,5.10024162e+02,-1.75979815e+02,-1.60243227e+02,7.65979595e+02,3.74942629e+00,5.09361534e+00,4.00972029e+00,6.69746358e+00,2.21824384e+00,2.21532169e+00,7.98660238e-01,3.17412053e+00,1.61399759e+00,6.94764190e+01,8.54195056e+00,6.30533402e-01,1.36805824e+00,-1.07051043e+00,-9.41792684e-01,-1.06728541e-01,-8.80663282e+00,-1.74640019e+01,0.00000000e+00,0.00000000e+00,-1.64581618e+00,3.57088750e+00,6.22243746e+00,6.19878399e+00,5.53717145e+00,5.73477329e+00,2.28102478e+00,2.28307895e+00,3.74173737e+00,3.60861068e+00,-2.40831961e+00,7.64375079e+00,2.16581760e+00,2.17691993e+00,-2.26308548e+00,1.60984572e+01,1.63761046e+01,3.75899101e+01,3.75995128e+01,0.00000000e+00,0.00000000e+00,-2.09223562e+00,8.44872496e-01,-3.65840404e+00,1.48476766e+00,-6.39895166e-01,7.70311599e+02,-4.33200416e+00,-1.53859867e+00,-2.11980536e+00,-1.21054807e+00,1.60200029e+00,1.20830464e+03,4.74294176e+00,4.36796920e+02,-5.40829949e-01,4.36796920e+02,-5.40829949e-01
"2011Q4",1.74858071e+05,7.62547507e+01,7.60219767e+01,7.33774270e+01,7.71198717e+01,1.92015239e+03,4.59239000e+00,8.11722505e+01,8.99711345e+01,7.33333330e-02,3.00000000e+00,1.59546833e+02,1.32447466e+02,2.01406048e-01,1.72079595e-01,1.96938462e+00,1.06000000e+01,7.66369104e+01,7.66134163e+01,7.40596304e+01,7.73451635e+01,7.90567636e+01,1.63139021e+02,1.33524145e+02,4.33907882e+02,4.30487059e+02,4.29561635e+02,4.33877221e+02,4.33102247e+02,4.34827805e+02,4.34536099e+02,4.49948889e+02,4.33407972e+02,6.77721116e+01,1.20717299e+03,4.37016612e+02,4.39657345e+02,7.56015983e+02,4.89428232e+02,4.88618608e+02,5.09460273e+02,5.07233750e+02,-1.75979815e+02,-1.60243227e+02,7.72056990e+02,4.18668687e+00,5.58567078e+00,2.20835979e+00,5.61375963e+00,3.93296439e+00,3.50699384e+00,2.91660077e+00,1.10352189e+00,3.00304893e+00,4.51695877e+01,4.02539783e+00,3.04208980e+00,1.31421015e+01,2.73927462e+01,-2.73854906e+01,-3.12715002e+01,1.01653552e+00,-1.11616491e+01,0.00000000e+00,0.00000000e+00,2.43095812e+01,3.60622935e+00,5.59962985e+00,5.62483373e+00,4.93217857e+00,5.00302301e+00,2.63421173e+00,2.66368087e+00,3.01612114e+00,3.61560356e+00,2.27417846e+01,6.49324165e+00,1.99435804e+00,2.07949116e+00,2.93247149e+00,-5.62759043e+00,-5.34972432e+00,2.18632885e+01,2.20359144e+01,0.00000000e+00,0.00000000e+00,2.34236329e+00,9.86160650e-01,-2.94278781e+00,1.41121789e+00,-4.25057237e-01,7.70192693e+02,1.86429725e+00,-1.57985722e+00,-1.36293059e+00,-4.75624413e-01,1.63608665e+00,1.20951363e+03,4.83599387e+00,4.37396658e+02,-3.80046100e-01,4.37396658e+02,-3.80046100e-01
"2012Q1",1.75886947e+05,7.73524690e+01,7.69107394e+01,7.54860801e+01,7.80070980e+01,1.80118593e+03,5.01099000e+00,7.80830302e+01,9.05983346e+01,1.03333333e-01,3.00000000e+00,1.73116984e+02,1.42366672e+02,2.01406048e-01,1.72079595e-01,1.73907692e+00,1.06300000e+01,7.70603414e+01,7.66311941e+01,7.48955864e+01,7.78370249e+01,8.02758133e+01,1.74544006e+02,1.41217592e+02,4.34458877e+02,4.31609496e+02,4.32394827e+02,4.33900423e+02,4.34264552e+02,4.35461722e+02,4.35679982e+02,4.50643583e+02,4.34837250e+02,5.53354468e+01,1.20775967e+03,4.38546837e+02,4.35777275e+02,7.49620058e+02,4.95030191e+02,4.95840593e+02,5.16217689e+02,5.15396757e+02,-1.75979815e+02,-1.60243227e+02,7.65804764e+02,2.20398000e+00,4.48975109e+00,1.13327662e+01,9.28072178e-02,4.64922205e+00,2.53566721e+00,4.57553446e+00,2.77877573e+00,5.71711184e+00,-4.97466589e+01,2.34672733e+00,6.12090013e+00,-1.55202786e+01,-2.55837012e+01,2.24078357e+01,2.88879374e+01,2.70296655e+01,3.26520288e+01,0.00000000e+00,0.00000000e+00,-2.50089055e+01,3.31682831e+00,4.92311385e+00,4.87816871e+00,4.00707575e+00,3.91366703e+00,2.73457711e+00,2.70628558e+00,2.55008252e+00,3.30921803e+00,1.42901819e+01,5.05730273e+00,2.82444946e+00,2.75172752e+00,-4.11823364e+00,-8.55369474e-01,-8.82591954e-01,1.03525866e+01,1.14164512e+01,0.00000000e+00,0.00000000e+00,-4.88497944e+00,1.69416169e+00,-2.44674918e+00,1.34415989e+00,3.50001794e-01,7.70263949e+02,-4.45918484e+00,-1.60188379e+00,-8.44865388e-01,2.85022912e-01,9.21945533e-01,1.21074087e+03,4.90892995e+00,4.38017568e+02,5.29268612e-01,4.38017568e+02,5.29268612e-01
"2012Q2",1.78080658e+05,7.77758773e+01,7.75954775e+01,7.52099316e+01,7.85386380e+01,1.78676319e+03,5.25000000e+00,8.01760329e+01,9.04862780e+01,1.53333333e-01,3.00000000e+00,1.59519812e+02,1.39322302e+02,2.01406048e-01,1.72079595e-01,1.65138462e+00,1.07700000e+01,7.75396930e+01,7.70952974e+01,7.50570123e+01,7.83709080e+01,8.02491588e+01,1.56762303e+02,1.39525844e+02,4.35078997e+02,4.31824799e+02,4.32028329e+02,4.34504228e+02,4.35150915e+02,4.36145279e+02,4.36359071e+02,4.50519822e+02,4.35383132e+02,5.01614097e+01,1.20899919e+03,4.38513628e+02,4.38422463e+02,7.48816099e+02,4.93824985e+02,4.93678996e+02,5.05473066e+02,5.07216813e+02,-1.75979815e+02,-1.60243227e+02,7.64256923e+02,2.48048115e+00,8.61210190e-01,-1.46599117e+00,2.41522311e+00,3.54544984e+00,2.73422834e+00,2.71635363e+00,-4.95046300e-01,2.18353038e+00,-2.06961487e+01,4.95805572e+00,-1.32836651e-01,1.05807517e+01,-3.21583706e+00,-4.82082527e+00,-8.64638498e+00,-4.29784914e+01,-3.27197789e+01,0.00000000e+00,0.00000000e+00,-6.19136451e+00,3.15514358e+00,4.00756185e+00,4.02121379e+00,3.70481338e+00,3.58647003e+00,2.74805277e+00,2.75178727e+00,1.64034296e+00,3.12942218e+00,1.10507997e+01,4.96803286e+00,2.41517167e+00,2.39265821e+00,-6.19325622e-01,-2.68506820e+00,-2.78416908e+00,-5.93473081e+00,-7.17335028e+00,0.00000000e+00,0.00000000e+00,-2.13412624e+00,2.09485642e+00,-1.48700963e+00,1.28185927e+00,8.12997157e-01,7.70532963e+02,-6.27603963e+00,-1.60607157e+00,1.19061938e-01,1.07605465e+00,-8.75416301e-02,1.21198011e+03,4.95696603e+00,4.38658352e+02,-1.44723642e-01,4.38658352e+02,-1.44723642e-01
"2012Q3",1.77752544e+05,7.80112375e+01,7.75002097e+01,7.55562416e+01,7.88498117e+01,1.79730478e+03,4.98370000e+00,8.06493983e+01,9.14726134e+01,1.43333333e-01,3.00000000e+00,1.60148724e+02,1.52279563e+02,2.01406048e-01,1.72079595e-01,1.35584615e+00,1.05300000e+01,7.81487481e+01,7.76371165e+01,7.56080741e+01,7.89640323e+01,8.05414799e+01,1.58342671e+02,1.52162724e+02,4.35861404e+02,4.32556308e+02,4.32487730e+02,4.35204562e+02,4.35028064e+02,4.36899246e+02,4.36754493e+02,4.51603962e+02,4.35685289e+02,3.04425727e+01,1.20881477e+03,4.38877233e+02,4.39011134e+02,7.49404348e+02,5.02495050e+02,5.02571806e+02,5.06476149e+02,5.07610291e+02,-1.75979815e+02,-1.60243227e+02,7.65146906e+02,3.12962618e+00,2.92603585e+00,1.83760371e+00,2.80133351e+00,-4.91401166e-01,3.01586970e+00,1.58168728e+00,4.33656232e+00,1.20862560e+00,-7.88753477e+01,-7.37680894e-01,1.45442019e+00,2.35468574e+00,2.35299698e+00,3.46802612e+01,3.55712393e+01,4.01232879e+00,1.57391458e+00,0.00000000e+00,0.00000000e+00,3.55993313e+00,3.00019355e+00,3.46566698e+00,3.47818464e+00,2.73078086e+00,2.90905878e+00,2.94818977e+00,2.94754403e+00,1.93095341e+00,3.02807919e+00,-2.60371419e+01,2.64812500e+00,2.62114337e+00,2.63931509e+00,2.36551231e-01,6.22044527e+00,6.13532288e+00,-2.72999041e+00,-2.41387117e+00,0.00000000e+00,0.00000000e+00,-8.32688910e-01,1.98350645e+00,-1.78762008e+00,1.22280033e+00,7.60706123e-01,7.71004543e+02,-5.85763706e+00,-1.59434177e+00,-1.93278306e-01,1.88632283e+00,-7.64684024e-01,1.21322409e+03,4.97593186e+00,4.39318039e+02,-4.40806299e-01,4.39318039e+02,-4.40806299e-01
"2012Q4",1.79694851e+05,7.81137722e+01,7.71469163e+01,7.50898991e+01,7.92551307e+01,1.80580630e+03,4.63043000e+00,8.30547253e+01,9.15541811e+01,1.60000000e-01,3.00000000e+00,1.61161550e+02,1.42603451e+02,2.01406048e-01,1.72079595e-01,1.16454546e+00,1.05300000e+01,7.85173798e+01,7.78005091e+01,7.57590985e+01,7.94813140e+01,8.08375997e+01,1.64242883e+02,1.43924146e+02,4.36332000e+02,4.32755855e+02,4.31868605e+02,4.35414798e+02,4.34571161e+02,4.37552195e+02,4.37267215e+02,4.51693094e+02,4.35816638e+02,1.52330844e+01,1.20990154e+03,4.39244220e+02,4.41949973e+02,7.49876248e+02,4.96928640e+02,4.96006771e+02,5.10134633e+02,5.08240728e+02,-1.75979815e+02,-1.60243227e+02,7.65237342e+02,1.88238437e+00,7.98188702e-01,-2.47650032e+00,8.40942805e-01,-1.82761389e+00,2.61179546e+00,2.05089041e+00,3.56527887e-01,5.25398077e-01,-6.08379535e+01,4.34710460e+00,1.46794830e+00,1.17553555e+01,1.88759915e+00,-2.22656412e+01,-2.62601408e+01,1.46339366e+01,2.52174632e+00,0.00000000e+00,0.00000000e+00,3.61742667e-01,2.42411792e+00,2.26879646e+00,2.30696961e+00,1.53757666e+00,1.46891421e+00,2.72439018e+00,2.73111644e+00,1.74420491e+00,2.40866647e+00,-5.25390272e+01,2.72855169e+00,2.22760799e+00,2.29262857e+00,-6.13973553e+00,7.50040761e+00,7.38816273e+00,6.74359862e-01,1.00697770e+00,0.00000000e+00,0.00000000e+00,-6.81964855e+00,2.20631208e+00,-1.58420491e+00,1.16597554e+00,1.04033654e+00,7.71679578e+02,-6.44223573e+00,-1.56854121e+00,-1.56636971e-02,2.70013735e+00,-7.70238394e-01,1.21446470e+03,4.96241962e+00,4.39995573e+02,-7.51352930e-01,4.39995573e+02,-7.51352930e-01
"2013Q1",1.82341941e+05,7.88498973e+01,7.73862417e+01,7.61037560e+01,8.00746800e+01,1.79134889e+03,3.94722000e+00,7.93307016e+01,9.19742943e+01,1.43333333e-01,3.00000000e+00,1.64762571e+02,1.39440935e+02,2.01406048e-01,1.72079595e-01,1.27968750e+00,1.03300000e+01,7.85475164e+01,7.71082571e+01,7.55547374e+01,7.99055319e+01,8.16199497e+01,1.66533450e+02,1.38133605e+02,4.36370375e+02,4.32485739e+02,4.33209762e+02,4.34521037e+02,4.34880901e+02,4.38084509e+02,4.38295970e+02,4.52150913e+02,4.36754601e+02,2.46615907e+01,1.21136390e+03,4.40207371e+02,4.37362521e+02,7.49072418e+02,4.92822137e+02,4.93764111e+02,5.11519619e+02,5.10450547e+02,-1.75979815e+02,-1.60243227e+02,7.64852957e+02,1.53498703e-01,-1.08046296e+00,5.36462764e+00,-3.57504161e+00,1.23896072e+00,2.12925426e+00,4.11501940e+00,1.83127503e+00,3.75185167e+00,3.77140256e+01,5.84943217e+00,3.85260520e+00,-1.83498080e+01,-3.21531701e+00,-1.64260114e+01,-8.97064035e+00,5.53994623e+00,8.83927837e+00,0.00000000e+00,0.00000000e+00,-1.53754068e+00,1.91149760e+00,8.76242947e-01,8.14934965e-01,6.20614452e-01,6.16348877e-01,2.62278694e+00,2.61598768e+00,1.50732974e+00,1.91735143e+00,-3.06738561e+01,3.60422790e+00,1.66053426e+00,1.58524621e+00,-5.47639484e-01,-2.20805416e+00,-2.07648172e+00,-4.69806995e+00,-4.94620990e+00,0.00000000e+00,0.00000000e+00,-9.51807348e-01,2.03572240e+00,-1.36399640e+00,1.11085279e+00,9.24869615e-01,7.72555291e+02,-7.70233443e+00,-1.53063750e+00,1.66641102e-01,3.50285414e+00,-2.74712581e-01,1.21569317e+03,4.91391151e+00,4.40689619e+02,-4.82247225e-01,4.40689619e+02,-4.82247225e-01
"2013Q2",1.86767713e+05,7.94481045e+01,7.78913851e+01,7.70345983e+01,8.06114424e+01,1.86250527e+03,3.25000000e+00,8.20565083e+01,9.20388357e+01,1.16666667e-01,3.00000000e+00,1.51261756e+02,1.36568957e+02,2.01406048e-01,1.72079595e-01,1.47953846e+00,9.97000000e+00,7.91990480e+01,7.73895753e+01,7.68850156e+01,8.04296567e+01,8.21453487e+01,1.48914677e+02,1.36241935e+02,4.37196428e+02,4.34231100e+02,4.34425465e+02,4.34885209e+02,4.35531536e+02,4.38738297e+02,4.38964061e+02,4.52221062e+02,4.37510404e+02,3.91730189e+01,1.21376209e+03,4.40849022e+02,4.40740814e+02,7.52967778e+02,4.91443224e+02,4.91682967e+02,5.00337351e+02,5.01901182e+02,-1.75979815e+02,-1.60243227e+02,7.67992412e+02,3.30421309e+00,6.98144378e+00,4.86281195e+00,1.45668554e+00,2.60253932e+00,2.61515469e+00,2.67236208e+00,2.80594858e-01,3.02320975e+00,5.80457127e+01,9.59277887e+00,2.56660375e+00,1.35131695e+01,1.55814393e+01,-5.51565108e+00,-8.32457715e+00,-4.47290748e+01,-3.41974615e+01,0.00000000e+00,0.00000000e+00,1.25578210e+01,2.11743059e+00,2.40630134e+00,2.39713575e+00,3.80980060e-01,3.80621246e-01,2.59301853e+00,2.60498979e+00,1.70124002e+00,2.12727127e+00,-1.09883907e+01,4.76290869e+00,2.33539436e+00,2.31835066e+00,4.15167960e+00,-2.38176061e+00,-1.99602976e+00,-5.13571578e+00,-5.31563057e+00,0.00000000e+00,0.00000000e+00,3.73548903e+00,1.13256941e+00,-1.58457336e+00,1.05755018e+00,7.50192360e-02,7.73624883e+02,-5.63247108e+00,-1.48260805e+00,-1.01965311e-01,4.27836759e+00,2.37252387e-01,1.21690039e+03,4.82888201e+00,4.41398372e+02,-5.49350063e-01,4.41398372e+02,-5.49350063e-01
"2013Q3",1.88144380e+05,7.97934941e+01,7.85100068e+01,7.68882776e+01,8.10040498e+01,1.90759152e+03,3.25000000e+00,8.31032583e+01,9.24739953e+01,8.33333330e-02,3.00000000e+00,1.60490939e+02,1.27616215e+02,2.01406048e-01,1.72079595e-01,1.77772727e+00,9.77000000e+00,7.99333267e+01,7.86081905e+01,7.69133113e+01,8.11245899e+01,8.29504359e+01,1.58009676e+02,1.28001901e+02,4.38119287e+02,4.34267896e+02,4.34235343e+02,4.36447590e+02,4.36322609e+02,4.39598612e+02,4.39449915e+02,4.52692747e+02,4.37944197e+02,5.75335736e+01,1.21449649e+03,4.41824327e+02,4.42008391e+02,7.55359674e+02,4.85204512e+02,4.84902744e+02,5.06265627e+02,5.07823748e+02,-1.75979815e+02,-1.60243227e+02,7.69933134e+02,3.69143707e+00,1.47183423e-01,-7.60488515e-01,6.24952523e+00,3.16429381e+00,3.44125915e+00,1.94341850e+00,1.88674331e+00,1.73517510e+00,7.34422186e+01,2.93759079e+00,3.90121966e+00,5.07030998e+00,9.56758385e+00,-2.49548488e+01,-2.71208907e+01,2.37131061e+01,2.36902662e+01,0.00000000e+00,0.00000000e+00,7.76289008e+00,2.25788331e+00,1.71158824e+00,1.74761269e+00,1.24302799e+00,1.29454499e+00,2.69936589e+00,2.69542260e+00,1.08878527e+00,2.25890865e+00,2.70910008e+01,5.68172661e+00,2.94709423e+00,2.99725672e+00,5.95532631e+00,-1.72905381e+01,-1.76690623e+01,-2.10521455e-01,2.13457329e-01,0.00000000e+00,0.00000000e+00,4.78622827e+00,9.92116690e-01,-1.00545194e+00,1.00676387e+00,-1.46471752e-02,7.74876738e+02,-4.94360402e+00,-1.42632609e+00,4.20874151e-01,5.00742187e+00,3.92676733e-01,1.21807711e+03,4.70687112e+00,4.42119729e+02,-2.95401994e-01,4.42119729e+02,-2.95401994e-01
"2013Q4",1.90684966e+05,7.96345273e+01,7.69730669e+01,7.62593062e+01,8.14171534e+01,1.91318804e+03,3.25000000e+00,8.62854145e+01,9.29392479e+01,8.66666670e-02,3.00000000e+00,1.60107289e+02,1.26129513e+02,2.01406048e-01,1.72079595e-01,1.77000000e+00,9.50000000e+00,8.00818834e+01,7.77145587e+01,7.69054594e+01,8.16683838e+01,8.39455969e+01,1.63088916e+02,1.27441791e+02,4.38304965e+02,4.34257687e+02,4.33413946e+02,4.35304261e+02,4.34345558e+02,4.40266695e+02,4.39958598e+02,4.53194603e+02,4.37744776e+02,5.70979547e+01,1.21583780e+03,4.43016893e+02,4.45766057e+02,7.55652626e+02,4.84765972e+02,4.83730926e+02,5.09429555e+02,5.07584415e+02,-1.75979815e+02,-1.60243227e+02,7.70542264e+02,7.42712742e-01,-4.08368874e-02,-3.28558845e+00,-4.57331528e+00,-7.90820477e+00,2.67233110e+00,2.03473178e+00,2.00742311e+00,-7.97685884e-01,-1.74247559e+00,5.36521136e+00,4.77026457e+00,1.50306658e+01,1.17180798e+00,-1.75416044e+00,-4.68727376e+00,1.26557104e+01,-9.57335506e-01,0.00000000e+00,0.00000000e+00,2.43651835e+00,1.97296540e+00,1.50183184e+00,1.54534066e+00,-1.10536529e-01,-2.25602729e-01,2.71449980e+00,2.69138294e+00,1.50150908e+00,1.92813766e+00,4.18648703e+01,5.93625330e+00,3.77267330e+00,3.81608429e+00,5.77637852e+00,-1.21626679e+01,-1.22758455e+01,-7.05078009e-01,-6.56313129e-01,0.00000000e+00,0.00000000e+00,5.30492220e+00,1.27703460e+00,-1.41484241e+00,9.59236881e-01,3.17797717e-01,7.76295722e+02,-5.75345838e+00,-1.36372861e+00,-5.11137994e-02,5.67593580e+00,2.08754054e-01,1.21921424e+03,4.54852610e+00,4.42851241e+02,1.65652695e-01,4.42851241e+02,1.65652695e-01
