"Variables ->","GDP","CPI_U","CPIF_U","CPIE_U","CPIXFE_U","S","RS","GDP_RW_U","CPI_RW","RS_RW","D4L_CPI_TAR","WOIL_U","WFOOD_U","w_CPIF","w_CPIE","EMBI","UNEM","CPI","CPIF","CPIE","CPIXFE","GDP_RW","WOIL","WFOOD","L_CPI","L_CPIE","L_CPIE_U","L_CPIF","L_CPIF_U","L_CPIXFE","L_CPIXFE_U","L_CPI_RW","L_CPI_U","L_EMBI","L_GDP","L_GDP_RW","L_GDP_RW_U","L_S","L_WFOOD","L_WFOOD_U","L_WOIL","L_WOIL_U","L_w_CPIE","L_w_CPIF","L_Z","DLA_CPI","DLA_CPIE","DLA_CPIE_U","DLA_CPIF","DLA_CPIF_U","DLA_CPIXFE","DLA_CPIXFE_U","DLA_CPI_RW","DLA_CPI_U","DLA_EMBI","DLA_GDP","DLA_GDP_RW","DLA_GDP_RW_U","DLA_S","DLA_WFOOD","DLA_WFOOD_U","DLA_WOIL","DLA_WOIL_U","DLA_w_CPIE","DLA_w_CPIF","DLA_Z","D4L_CPI","D4L_CPIE","D4L_CPIE_U","D4L_CPIF","D4L_CPIF_U","D4L_CPIXFE","D4L_CPIXFE_U","D4L_CPI_RW","D4L_CPI_U","D4L_EMBI","D4L_GDP","D4L_GDP_RW","D4L_GDP_RW_U","D4L_S","D4L_WFOOD","D4L_WFOOD_U","D4L_WOIL","D4L_WOIL_U","D4L_w_CPIE","D4L_w_CPIF","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP"
"2017Q2",2.07472993e+05,9.63192670e+01,9.91706114e+01,9.23521442e+01,9.64922604e+01,2.91955604e+03,6.58242000e+00,9.28843035e+01,9.66786906e+01,9.50000000e-01,3.00000000e+00,7.44564795e+01,1.06325955e+02,2.01406048e-01,1.72079595e-01,1.95830769e+00,9.47000000e+00,9.59516169e+01,9.82641150e+01,9.20972456e+01,9.62000465e+01,9.30894293e+01,7.25068840e+01,1.04067435e+02,4.56384407e+02,4.52284504e+02,4.52560893e+02,4.58765890e+02,4.59684171e+02,4.56642984e+02,4.56946280e+02,4.57139301e+02,4.56766837e+02,6.72080678e+01,1.22427565e+03,4.53356064e+02,4.53135467e+02,7.97918684e+02,4.64503910e+02,4.66650942e+02,4.28368151e+02,4.31021479e+02,-1.75979815e+02,-1.60243227e+02,7.98673578e+02,3.62327292e+00,7.97637863e+00,6.70266831e+00,-2.23295555e+00,-1.03598671e+00,3.49727641e+00,3.65378239e+00,4.44212279e-01,3.17696376e+00,-1.21019714e+01,1.57293166e+00,5.62518621e+00,1.78959932e+01,-3.98759912e-01,-1.02024510e+00,4.89906559e+00,-4.72574638e+01,-2.83578089e+01,0.00000000e+00,0.00000000e+00,-3.57782055e+00,3.86352154e+00,6.14485329e+00,6.13844571e+00,-1.31394028e+00,-1.21268256e+00,5.00245272e+00,5.00117847e+00,1.62725392e+00,3.86480238e+00,-3.79654999e+01,1.30423223e+00,2.62101753e+00,2.50184901e+00,-2.54074674e+00,-5.54078738e+00,-5.64265718e+00,7.66813949e+00,7.85679639e+00,0.00000000e+00,0.00000000e+00,-4.77701435e+00,2.71889846e+00,-6.77253921e-01,9.50588904e-01,1.76830956e+00,7.99663975e+02,-9.90396312e-01,-7.79061047e-01,1.01807126e-01,5.21366993e+00,-3.67565895e-01,1.22830690e+03,1.01101588e+00,4.52843430e+02,5.12634084e-01,4.52843430e+02,5.12634084e-01
"2017Q3",2.08758798e+05,9.64315743e+01,9.83706876e+01,9.30278765e+01,9.67430720e+01,2.97626087e+03,5.50815000e+00,9.40738975e+01,9.75783109e+01,1.15333333e+00,3.00000000e+00,7.63553775e+01,1.03644590e+02,2.01406048e-01,1.72079595e-01,1.96784615e+00,9.73000000e+00,9.66927467e+01,9.86630145e+01,9.32310550e+01,9.69646933e+01,9.38073086e+01,7.69296536e+01,1.06059928e+02,4.57153839e+02,4.53508087e+02,4.53289920e+02,4.59171015e+02,4.58874287e+02,4.57434693e+02,4.57205872e+02,4.58065524e+02,4.56883368e+02,6.76939622e+01,1.22489348e+03,4.54124277e+02,4.54408062e+02,7.99842305e+02,4.66400429e+02,4.64096765e+02,4.34289141e+02,4.33539846e+02,-1.75979815e+02,-1.60243227e+02,8.00753990e+02,3.07772703e+00,4.89433523e+00,2.91610835e+00,1.62049810e+00,-3.23953792e+00,3.16683378e+00,1.03836812e+00,3.70489281e+00,4.66124462e-01,1.94357759e+00,2.47133221e+00,3.07285359e+00,5.09037840e+00,7.69448243e+00,7.58607795e+00,-1.02167110e+01,2.36839621e+01,1.00734695e+01,0.00000000e+00,0.00000000e+00,8.32164821e+00,3.86001507e+00,5.99375958e+00,5.91650201e+00,6.08642510e-01,5.84983052e-01,4.41408203e+00,4.39901288e+00,2.15713097e+00,3.85177221e+00,-1.91115338e+01,1.35002188e+00,3.19923184e+00,3.16462316e+00,1.01356286e+00,-1.25779282e+00,-1.47234859e+00,1.16224234e+01,1.04591957e+01,0.00000000e+00,0.00000000e+00,-6.89321244e-01,1.64813493e+00,-1.00379763e+00,9.51978705e-01,6.96156220e-01,8.00928305e+02,-1.74314399e-01,-7.97462898e-01,-2.06334737e-01,5.05732056e+00,3.13258373e-01,1.22853454e+03,9.10557277e-01,4.53489918e+02,6.34358644e-01,4.53489918e+02,6.34358644e-01
"2017Q4",2.09765466e+05,9.69900848e+01,9.81688652e+01,9.37604587e+01,9.74981964e+01,2.98603315e+03,4.98370000e+00,9.72434061e+01,9.81207756e+01,1.20333333e+00,3.00000000e+00,9.00342880e+01,1.02468606e+02,2.01406048e-01,1.72079595e-01,1.81723077e+00,9.83000000e+00,9.75632642e+01,9.93871428e+01,9.43789335e+01,9.78117319e+01,9.41784471e+01,9.03615610e+01,1.02984451e+02,4.58050103e+02,4.54731789e+02,4.54074322e+02,4.59902276e+02,4.58668911e+02,4.58304453e+02,4.57983388e+02,4.58619912e+02,4.57460875e+02,5.97313787e+01,1.22537454e+03,4.54519136e+02,4.57721718e+02,8.00170108e+02,4.63457801e+02,4.62955647e+02,4.50381897e+02,4.50019058e+02,-1.75979815e+02,-1.60243227e+02,8.00739917e+02,3.58505586e+00,4.89480461e+00,3.13760902e+00,2.92504305e+00,-8.21503939e-01,3.47904108e+00,3.11006290e+00,2.21755181e+00,2.31002883e+00,-3.18503340e+01,1.92422744e+00,1.57943419e+00,1.32546240e+01,1.31121219e+00,-1.17705135e+01,-4.56447149e+00,6.43710213e+01,6.59168456e+01,0.00000000e+00,0.00000000e+00,-5.62918584e-02,3.93638111e+00,6.01415259e+00,6.06899152e+00,4.86606283e-01,4.79959729e-01,4.52813647e+00,4.56409293e+00,2.10756473e+00,3.96455704e+00,-2.62650764e+01,1.22718679e+00,3.46156193e+00,3.64650568e+00,-9.81476995e-01,-2.59761697e+00,-2.33756177e+00,1.82832817e+01,1.84950045e+01,0.00000000e+00,0.00000000e+00,-2.81029338e+00,1.04731889e+00,-9.04231394e-01,9.38063872e-01,1.09255021e-01,8.02170471e+02,-1.43055333e+00,-8.27154861e-01,-7.70765329e-02,4.96866386e+00,8.16107870e-01,1.22874904e+03,8.58020490e-01,4.54126242e+02,3.92893773e-01,4.54126242e+02,3.92893773e-01
"2018Q1",2.10783877e+05,9.84613430e+01,9.93704962e+01,9.65226055e+01,9.87553983e+01,2.85887411e+03,4.58056000e+00,9.16626244e+01,9.88239999e+01,1.44666667e+00,3.00000000e+00,9.84596484e+01,1.09201325e+02,1.50504252e-01,1.73159897e-01,1.70338462e+00,9.73000000e+00,9.80029688e+01,9.88697883e+01,9.59155455e+01,9.84962631e+01,9.46838765e+01,9.92445789e+01,1.08336486e+02,4.58499777e+02,4.56346807e+02,4.56977723e+02,4.59380371e+02,4.59885525e+02,4.59001861e+02,4.59264607e+02,4.59334049e+02,4.58966401e+02,5.32617222e+01,1.22585886e+03,4.55054373e+02,4.51811471e+02,7.95818316e+02,4.68524199e+02,4.69319320e+02,4.59758730e+02,4.58964680e+02,-1.75353985e+02,-1.89376394e+02,7.96652588e+02,1.79869618e+00,6.46007353e+00,1.16136064e+01,-2.08761714e+00,4.86645644e+00,2.78963233e+00,5.12487545e+00,2.85654606e+00,6.02210371e+00,-2.58786260e+01,1.93730036e+00,2.14094866e+00,-2.36409863e+01,-1.74071687e+01,2.02655922e+01,2.54546913e+01,3.75073320e+01,3.57824911e+01,2.50331854e+00,-1.16532669e+02,-1.63493188e+01,3.02118800e+00,6.05639800e+00,6.09249802e+00,5.62421153e-02,-5.76430329e-02,3.23319590e+00,3.23177222e+00,2.30580074e+00,2.99380519e+00,-1.69718385e+01,1.97644792e+00,3.10460566e+00,3.15000234e+00,-2.20005849e+00,3.76522788e+00,3.89314361e+00,1.95762129e+01,2.08537493e+01,6.25829635e-01,-2.91331673e+01,-2.91544575e+00,1.55937200e+00,-8.59134074e-01,9.07271217e-01,6.52100788e-01,8.03407287e+02,-6.75469903e+00,-8.69332320e-01,1.01982454e-02,4.94726403e+00,8.23601276e-01,1.22896281e+03,8.55052471e-01,4.54752951e+02,3.01421486e-01,4.54752951e+02,3.01421486e-01
"2018Q2",2.12409949e+05,9.92913068e+01,1.00272793e+02,9.80892081e+01,9.93806669e+01,2.83951451e+03,4.32967000e+00,9.59617996e+01,9.94325898e+01,1.73666667e+00,3.00000000e+00,1.09726038e+02,1.08481537e+02,1.50504252e-01,1.73159897e-01,1.87707692e+00,9.87000000e+00,9.89232829e+01,9.92561775e+01,9.78438034e+01,9.91261062e+01,9.63616225e+01,1.07194554e+02,1.06365401e+02,4.59434463e+02,4.58337236e+02,4.58587735e+02,4.59770416e+02,4.60789440e+02,4.59639284e+02,4.59895760e+02,4.59947993e+02,4.59805802e+02,6.29715739e+01,1.22662734e+03,4.56810802e+02,4.56395019e+02,7.95138837e+02,4.66688034e+02,4.68657999e+02,4.67464544e+02,4.69798669e+02,-1.75353985e+02,-1.89376394e+02,7.95652366e+02,3.73874305e+00,7.96171782e+00,6.44004678e+00,1.56017775e+00,3.61565882e+00,2.54969233e+00,2.52461150e+00,2.45577456e+00,3.35760329e+00,3.88394068e+01,3.07392028e+00,7.02571530e+00,1.83341920e+01,-2.71791649e+00,-7.34465911e+00,-2.64528321e+00,3.08232573e+01,4.33359552e+01,0.00000000e+00,0.00000000e+00,-4.00088498e+00,3.05005553e+00,6.05273280e+00,6.02684263e+00,1.00452544e+00,1.10526835e+00,2.99629988e+00,2.94947949e+00,2.80869131e+00,3.03896507e+00,-4.23649392e+00,2.35169507e+00,3.45473793e+00,3.25955204e+00,-2.77984764e+00,2.18412438e+00,2.00705641e+00,3.90963932e+01,3.87771904e+01,6.25829635e-01,-2.91331673e+01,-3.02121185e+00,1.27961447e+00,-1.07202464e+00,8.58095837e-01,4.21518636e-01,8.04654673e+02,-9.00230645e+00,-9.25238829e-01,-1.46785815e-01,4.98954468e+00,6.01402992e-01,1.22918833e+03,9.02074859e-01,4.55370844e+02,1.43995782e+00,4.55370844e+02,1.43995782e+00
"2018Q3",2.14869027e+05,9.94630235e+01,9.98179931e+01,9.89355346e+01,9.95190837e+01,2.95844228e+03,4.25000000e+00,9.70775120e+01,9.98764606e+01,1.92333333e+00,3.00000000e+00,1.10999625e+02,9.94748991e+01,1.50504252e-01,1.73159897e-01,1.80200000e+00,9.73000000e+00,9.97120047e+01,1.00059782e+02,9.92036007e+01,9.97280406e+01,9.68857809e+01,1.13073710e+02,1.02052527e+02,4.60228608e+02,4.59717431e+02,4.59446847e+02,4.60576783e+02,4.60334846e+02,4.60244689e+02,4.60034942e+02,4.60393403e+02,4.59978595e+02,5.88897159e+01,1.22777839e+03,4.57353277e+02,4.57550975e+02,7.99241815e+02,4.62548766e+02,4.59990534e+02,4.72803990e+02,4.70952683e+02,-1.75353985e+02,-1.89376394e+02,7.99406610e+02,3.17657928e+00,5.52077865e+00,3.43644853e+00,3.22546883e+00,-1.81837556e+00,2.42161881e+00,5.56729838e-01,1.78164106e+00,6.91172152e-01,-1.63274318e+01,4.60421484e+00,2.16990096e+00,4.62382450e+00,1.64119142e+01,-1.65570755e+01,-3.46698584e+01,2.13577848e+01,4.61605422e+00,0.00000000e+00,0.00000000e+00,1.50169760e+01,3.07476859e+00,6.20934365e+00,6.15692768e+00,1.40576812e+00,1.46055894e+00,2.80999614e+00,2.82906992e+00,2.32787837e+00,3.09522700e+00,-8.80424626e+00,2.88491573e+00,3.22899978e+00,3.14291357e+00,-6.00489699e-01,-3.85166398e+00,-4.10623045e+00,3.85148489e+01,3.74128365e+01,6.25829635e-01,-2.91331673e+01,-1.34737992e+00,1.17523141e+00,-4.04545039e-01,7.89440393e-01,3.85791018e-01,8.05924328e+02,-6.51771723e+00,-9.96111573e-01,5.91566534e-01,5.07861909e+00,8.48324092e-01,1.22943789e+03,9.98268716e-01,4.55980905e+02,1.37237214e+00,4.55980905e+02,1.37237214e+00
"2018Q4",2.15945147e+05,1.00000000e+02,1.00000000e+02,1.00000000e+02,1.00000000e+02,3.16549859e+03,4.25000000e+00,1.00000000e+02,1.00000000e+02,2.22000000e+00,3.00000000e+00,1.00000000e+02,1.00000000e+02,1.50504252e-01,1.73159897e-01,1.97060606e+00,1.05000000e+01,1.00566536e+02,1.01267914e+02,1.00618690e+02,1.00286875e+02,9.66936968e+01,1.00347881e+02,1.00332634e+02,4.61081956e+02,4.61133803e+02,4.60517019e+02,4.61776962e+02,4.60517019e+02,4.60803483e+02,4.60517019e+02,4.60517019e+02,4.60517019e+02,6.78341141e+01,1.22827797e+03,4.57154822e+02,4.60517019e+02,8.06006585e+02,4.60849100e+02,4.60517019e+02,4.60864296e+02,4.60517019e+02,-1.75353985e+02,-1.89376394e+02,8.05441648e+02,3.41339411e+00,5.66548587e+00,4.28068528e+00,4.80071504e+00,7.28690775e-01,2.23517741e+00,1.92830573e+00,4.94463091e-01,2.15369344e+00,3.57775926e+01,1.99830498e+00,-7.93820216e-01,1.18641734e+01,2.70590802e+01,-6.79866090e+00,2.10593760e+00,-4.77587757e+01,-4.17426562e+01,0.00000000e+00,0.00000000e+00,2.41401492e+01,3.03185315e+00,6.40201397e+00,6.44269675e+00,1.87468612e+00,1.84810762e+00,2.49903022e+00,2.53363063e+00,1.89710619e+00,3.05614315e+00,8.10273538e+00,2.90343511e+00,2.63568617e+00,2.79530093e+00,5.83647731e+00,-2.60870083e+00,-2.43862818e+00,1.04823996e+01,1.04979611e+01,6.25829635e-01,-2.91331673e+01,4.70173035e+00,1.21814685e+00,3.22893808e-01,7.00470993e-01,5.17675855e-01,8.07222323e+02,-1.78067529e+00,-1.08327947e+00,1.40617328e+00,5.19198146e+00,2.03129599e+00,1.22972329e+03,1.14159477e+00,4.56585019e+02,5.69802358e-01,4.56585019e+02,5.69802358e-01
"2019Q1",2.17538741e+05,1.01615724e+02,1.02588418e+02,1.02631708e+02,1.01139153e+02,3.13726133e+03,4.25000000e+00,9.39656584e+01,1.00681843e+02,2.40333333e+00,3.00000000e+00,9.31994943e+01,1.00139183e+02,1.50504252e-01,1.73159897e-01,1.93812500e+00,1.08300000e+01,1.01176527e+02,1.02211862e+02,1.01945264e+02,1.00878084e+02,9.68493976e+01,9.28681195e+01,9.89926371e+01,4.61686679e+02,4.62443604e+02,4.63114692e+02,4.62704774e+02,4.63072504e+02,4.61391269e+02,4.61649732e+02,4.61196547e+02,4.62119829e+02,6.61721011e+01,1.22901322e+03,4.57315717e+02,4.54292938e+02,8.05110551e+02,4.59504548e+02,4.60656105e+02,4.53118042e+02,4.53474230e+02,-1.75353985e+02,-1.89376394e+02,8.04620419e+02,2.41888992e+00,5.23920695e+00,1.03906956e+01,3.71124691e+00,1.02219406e+01,2.35114552e+00,4.53085364e+00,2.71811387e+00,6.41124038e+00,-6.64805190e+00,2.94101095e+00,6.43580922e-01,-2.48963225e+01,-3.58413689e+00,-5.37821107e+00,5.56345320e-01,-3.09850187e+01,-2.81711560e+01,0.00000000e+00,0.00000000e+00,-3.28491294e+00,3.18690159e+00,6.09679732e+00,6.13696905e+00,3.32440213e+00,3.18697866e+00,2.38940852e+00,2.38512518e+00,1.86249814e+00,3.15342732e+00,1.29103789e+01,3.15436276e+00,2.26134424e+00,2.48146687e+00,9.29223526e+00,-9.01965164e+00,-8.66321467e+00,-6.64068807e+00,-5.49045069e+00,0.00000000e+00,0.00000000e+00,7.96783181e+00,1.06309841e+00,5.40835190e-01,5.90594866e-01,4.72503547e-01,8.08550657e+02,-3.93023791e+00,-1.18770173e+00,1.72853692e+00,5.31333752e+00,3.75365488e+00,1.23005550e+03,1.32884852e+00,4.57185931e+02,1.29785959e-01,4.57185931e+02,1.29785959e-01
"2019Q2",2.19311917e+05,1.02713765e+02,1.05245989e+02,1.03226701e+02,1.02018947e+02,3.24096472e+03,4.25000000e+00,9.83307684e+01,1.01112647e+02,2.39666667e+00,3.00000000e+00,1.00290544e+02,1.02307785e+02,1.50504252e-01,1.73159897e-01,1.85676923e+00,1.06700000e+01,1.02356503e+02,1.04095273e+02,1.03016526e+02,1.01818770e+02,9.90114116e+01,9.79864728e+01,1.00493517e+02,4.62846184e+02,4.63488942e+02,4.63692755e+02,4.64530657e+02,4.65630036e+02,4.62319447e+02,4.62515855e+02,4.61623521e+02,4.63194614e+02,6.18838005e+01,1.22982503e+03,4.59523511e+02,4.58833698e+02,8.08362632e+02,4.61009321e+02,4.62798577e+02,4.58482944e+02,4.60807141e+02,-1.75353985e+02,-1.89376394e+02,8.07139968e+02,4.63802233e+00,4.18135121e+00,2.31225049e+00,7.30353268e+00,1.02301297e+01,3.71271063e+00,3.46449351e+00,1.70789502e+00,4.29914203e+00,-1.71532024e+01,3.24721523e+00,8.83117710e+00,1.81630416e+01,1.30083231e+01,6.01909586e+00,8.56988897e+00,2.14596078e+01,2.93316453e+01,0.00000000e+00,0.00000000e+00,1.00781958e+01,3.41172141e+00,5.15170567e+00,5.10501997e+00,4.76024086e+00,4.84059637e+00,2.68016309e+00,2.62009568e+00,1.67552826e+00,3.38881200e+00,-1.08777338e+00,3.19768650e+00,2.71270969e+00,2.43867924e+00,1.32237951e+01,-5.67871290e+00,-5.85942163e+00,-8.98160046e+00,-8.99152816e+00,0.00000000e+00,0.00000000e+00,1.14876020e+01,8.38278592e-01,7.21138408e-01,4.59542788e-01,3.78735804e-01,8.09910216e+02,-2.77024786e+00,-1.30945867e+00,2.03059708e+00,5.43823558e+00,4.77597689e+00,1.23044444e+03,1.55574846e+00,4.57786739e+02,1.73677247e+00,4.57786739e+02,1.73677247e+00
"2019Q3",2.21794686e+05,1.03262744e+02,1.06292855e+02,1.03912630e+02,1.02422069e+02,3.33827087e+03,4.25000000e+00,9.97187133e+01,1.01601657e+02,2.19000000e+00,3.00000000e+00,9.07899639e+01,9.78329522e+01,1.50504252e-01,1.73159897e-01,1.78530303e+00,1.11000000e+01,1.03477490e+02,1.06459072e+02,1.04221150e+02,1.02587617e+02,9.96336106e+01,9.30035412e+01,1.00820636e+02,4.63935410e+02,4.64651508e+02,4.64355045e+02,4.66776061e+02,4.66619807e+02,4.63071723e+02,4.62910221e+02,4.62105984e+02,4.63727665e+02,5.79588166e+01,1.23095074e+03,4.60149956e+02,4.60235336e+02,8.11320825e+02,4.61334305e+02,4.58326145e+02,4.53263757e+02,4.50854875e+02,-1.75353985e+02,-1.89376394e+02,8.09491399e+02,4.35690187e+00,4.65026431e+00,2.64916026e+00,8.98161803e+00,3.95908242e+00,3.00910429e+00,1.57746084e+00,1.92985316e+00,2.13220469e+00,-1.56999357e+01,4.50284952e+00,2.50578051e+00,5.60654879e+00,1.18327717e+01,1.29993518e+00,-1.78897268e+01,-2.08767465e+01,-3.98090638e+01,0.00000000e+00,0.00000000e+00,9.40572298e+00,3.70680206e+00,4.93407709e+00,4.90819791e+00,6.19927816e+00,6.28496086e+00,2.82703446e+00,2.87527843e+00,1.71258129e+00,3.74907014e+00,-9.30899366e-01,3.17234517e+00,2.79667958e+00,2.68436032e+00,1.20790095e+01,-1.21446023e+00,-1.66438873e+00,-1.95402333e+01,-2.00978077e+01,0.00000000e+00,0.00000000e+00,1.00847888e+01,5.43197943e-01,4.77418715e-01,3.07340849e-01,2.35857094e-01,8.11299429e+02,-1.80802962e+00,-1.44755030e+00,1.92496901e+00,5.55685003e+00,3.81466518e+00,1.23089871e+03,1.81705481e+00,4.58390623e+02,1.75933336e+00,4.58390623e+02,1.75933336e+00
"2019Q4",2.22578656e+05,1.03804302e+02,1.05800694e+02,1.04814153e+02,1.03101499e+02,3.40430891e+03,4.25000000e+00,1.02798065e+02,1.02261721e+02,1.64333333e+00,3.00000000e+00,9.14614620e+01,1.07076443e+02,1.50504252e-01,1.73159897e-01,1.77121212e+00,1.09300000e+01,1.04382124e+02,1.07152495e+02,1.05413767e+02,1.03398283e+02,9.93254577e+01,9.26808146e+01,1.07118846e+02,4.64805844e+02,4.65789324e+02,4.65218881e+02,4.67425301e+02,4.66155708e+02,4.63858835e+02,4.63571393e+02,4.62753542e+02,4.64250741e+02,5.71664126e+01,1.23130358e+03,4.59840191e+02,4.63276653e+02,8.13279724e+02,4.67393893e+02,4.67354300e+02,4.52916149e+02,4.51591770e+02,-1.75353985e+02,-1.89376394e+02,8.11227422e+02,3.48173520e+00,4.55126449e+00,3.45534269e+00,2.59695872e+00,-1.85639548e+00,3.14844898e+00,2.64468775e+00,2.59023278e+00,2.09230409e+00,-3.16961568e+00,1.41137218e+00,-1.23906172e+00,1.21652686e+01,7.83559490e+00,2.42383503e+01,3.61126181e+01,-1.39043248e+00,2.94758156e+00,0.00000000e+00,0.00000000e+00,6.94409248e+00,3.72388733e+00,4.65552174e+00,4.70186226e+00,5.64833909e+00,5.63868930e+00,3.05535235e+00,3.05437394e+00,2.23652371e+00,3.73372280e+00,-1.06677014e+01,3.02561197e+00,2.68536920e+00,2.75963410e+00,7.27313820e+00,6.54479257e+00,6.83728140e+00,-7.94814748e+00,-8.92524823e+00,0.00000000e+00,0.00000000e+00,5.78577458e+00,5.26112670e-01,-5.93190375e-01,1.34251851e-01,3.91860820e-01,8.12714993e+02,-1.48757032e+00,-1.59970749e+00,1.00651712e+00,5.66225527e+00,5.71030890e-01,1.23142538e+03,2.10671498e+00,4.59001850e+02,8.38341388e-01,4.59001850e+02,8.38341388e-01
"2020Q1",2.18060769e+05,1.05533952e+02,1.09968198e+02,1.07016536e+02,1.04167623e+02,3.53577912e+03,4.23901000e+00,9.44534784e+01,1.02222917e+02,1.26000000e+00,3.00000000e+00,7.47217353e+01,1.02271272e+02,1.50504252e-01,1.73159897e-01,2.30153846e+00,1.19000000e+01,1.05103495e+02,1.09704934e+02,1.06275835e+02,1.03879807e+02,9.70206383e+01,7.35759925e+01,1.00839648e+02,4.65494553e+02,4.66603793e+02,4.67298337e+02,4.69779435e+02,4.70019121e+02,4.64323453e+02,4.64600136e+02,4.62715589e+02,4.65903272e+02,8.33577796e+01,1.22925291e+03,4.57492372e+02,4.54810742e+02,8.17068896e+02,4.61353162e+02,4.62762881e+02,4.29831878e+02,4.31377102e+02,-1.75353985e+02,-1.89376394e+02,8.14289932e+02,2.75483908e+00,3.25787480e+00,8.31782278e+00,9.41653487e+00,1.54536526e+01,1.85847106e+00,4.11497475e+00,-1.51811894e-01,6.61012168e+00,1.04765468e+02,-8.20270610e+00,-9.39127502e+00,-3.38636421e+01,1.51566882e+01,-2.41629252e+01,-1.83656762e+01,-9.23370819e+01,-8.08586744e+01,0.00000000e+00,0.00000000e+00,1.22500372e+01,3.80787462e+00,4.16018870e+00,4.18364406e+00,7.07466107e+00,6.94661729e+00,2.93218374e+00,2.95040421e+00,1.51904227e+00,3.78344313e+00,1.71856785e+01,2.39682707e-01,1.76655215e-01,5.17804198e-01,1.19583445e+01,1.84861403e+00,2.10677602e+00,-2.32861633e+01,-2.20971278e+01,0.00000000e+00,0.00000000e+00,9.66951211e+00,4.31135378e-01,-2.59042268e-01,-5.93139963e-02,4.90449374e-01,8.14152475e+02,1.37456178e-01,-1.76245803e+00,1.50341576e+00,5.74993121e+00,-3.82682741e+00,1.23202989e+03,2.41803146e+00,4.59625784e+02,-2.13341162e+00,4.59625784e+02,-2.13341162e+00
"2020Q2",1.83444717e+05,1.04966602e+02,1.12137015e+02,1.03680878e+02,1.03700157e+02,3.84586670e+03,3.26648000e+00,8.95989215e+01,1.01847548e+02,6.00000000e-02,3.00000000e+00,4.88266489e+01,1.02604637e+02,1.50504252e-01,1.73159897e-01,3.37292308e+00,2.11300000e+01,1.04629471e+02,1.10883102e+02,1.03537431e+02,1.03571613e+02,9.04366815e+01,4.74751811e+01,1.00890270e+02,4.65042526e+02,4.63993320e+02,4.64131770e+02,4.70847651e+02,4.71972147e+02,4.64026329e+02,4.64150363e+02,4.62347706e+02,4.65364222e+02,1.21577975e+02,1.21196686e+03,4.50464995e+02,4.49534328e+02,8.25475427e+02,4.61403349e+02,4.63088313e+02,3.86020707e+02,3.88827625e+02,-1.75353985e+02,-1.89376394e+02,8.22780607e+02,-1.80811003e+00,-1.04418907e+01,-1.26662670e+01,4.27286596e+00,7.81210423e+00,-1.18849761e+00,-1.79909282e+00,-1.47153180e+00,-2.15619908e+00,1.52880782e+02,-6.91441721e+01,-2.81095071e+01,-2.11056556e+01,3.36261244e+01,2.00748261e-01,1.30172843e+00,-1.75244685e+02,-1.70197908e+02,0.00000000e+00,0.00000000e+00,3.39627026e+01,2.19634153e+00,5.04378230e-01,4.39014687e-01,6.31699439e+00,6.34211093e+00,1.70688168e+00,1.63450763e+00,7.24185562e-01,2.16960785e+00,5.96941745e+01,-1.78581641e+01,-9.05851582e+00,-9.29937008e+00,1.71127948e+01,3.94027134e-01,2.89735882e-01,-7.24622364e+01,-7.19795161e+01,0.00000000e+00,0.00000000e+00,1.56406388e+01,1.07013847e+00,-6.64185562e-01,-2.72701568e-01,1.34284004e+00,8.15606515e+02,7.17409209e+00,-1.93170059e+00,1.26751503e+00,5.81615894e+00,-7.38757567e+00,1.23271585e+03,2.74384695e+00,4.60268315e+02,-9.80331973e+00,4.60268315e+02,-9.80331973e+00
